note_id,entity_id,category,text,text_clean,timestamp,cluster,lda_topic
N403988,E102119,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-11 11:48:00,1,4
N403989,E106218,incident,Requesting lab access.,requesting lab access,2025-09-02 18:36:00,0,3
N403990,E105763,rsvp,Requesting lab access.,requesting lab access,2025-09-16 19:03:00,0,3
N403991,E103646,helpdesk,Requesting lab access.,requesting lab access,2025-08-31 05:57:00,0,3
N403992,E102252,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-13 20:31:00,4,2
N403993,E102795,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-18 03:14:00,1,4
N403994,E101034,rsvp,CCTV near library needs check.,cctv near library needs check,2025-08-31 23:25:00,4,2
N403995,E100263,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-22 19:47:00,1,4
N403996,E101101,feedback,Requesting lab access.,requesting lab access,2025-09-09 21:02:00,0,3
N403997,E100847,feedback,Requesting lab access.,requesting lab access,2025-09-12 23:14:00,0,3
N403998,E104769,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-17 17:08:00,1,4
N403999,E100285,incident,CCTV near library needs check.,cctv near library needs check,2025-09-16 11:18:00,4,2
N404000,E105740,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-14 02:01:00,1,4
N404001,E101840,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-13 01:40:00,1,4
N404002,E106807,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-10 19:42:00,1,4
N404003,E102753,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-09 22:05:00,1,4
N404004,E103490,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-18 02:50:00,2,5
N404005,E106191,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-20 02:00:00,2,5
N404006,E106382,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-28 22:46:00,3,1
N404007,E101435,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-18 10:22:00,2,5
N404008,E102034,feedback,Requesting lab access.,requesting lab access,2025-09-07 07:31:00,0,3
N404009,E106220,incident,CCTV near library needs check.,cctv near library needs check,2025-09-24 16:44:00,4,2
N404010,E102295,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-19 15:52:00,3,1
N404011,E104103,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-18 14:10:00,1,4
N404012,E105377,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-23 23:21:00,1,4
N404013,E100107,feedback,Requesting lab access.,requesting lab access,2025-09-02 17:37:00,0,3
N404014,E100399,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-29 05:19:00,3,1
N404015,E105665,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-16 06:07:00,2,5
N404016,E104469,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-23 23:13:00,4,2
N404017,E102676,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-06 11:14:00,2,5
N404018,E105335,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-03 03:24:00,3,1
N404019,E103047,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-22 19:05:00,4,2
N404020,E103411,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-22 15:47:00,2,5
N404021,E103944,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-23 21:27:00,1,4
N404022,E104614,feedback,Requesting lab access.,requesting lab access,2025-09-24 15:55:00,0,3
N404023,E102549,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 02:18:00,3,1
N404024,E103178,incident,Requesting lab access.,requesting lab access,2025-09-03 21:31:00,0,3
N404025,E101753,feedback,Requesting lab access.,requesting lab access,2025-08-28 10:18:00,0,3
N404026,E106355,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-22 05:19:00,1,4
N404027,E101896,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-12 05:58:00,1,4
N404028,E100381,incident,CCTV near library needs check.,cctv near library needs check,2025-09-17 18:31:00,4,2
N404029,E106454,maintenance,Requesting lab access.,requesting lab access,2025-09-09 16:21:00,0,3
N404030,E106651,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-15 15:00:00,1,4
N404031,E101238,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-12 13:39:00,1,4
N404032,E103751,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-31 10:04:00,3,1
N404033,E106645,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-04 09:40:00,1,4
N404034,E100275,helpdesk,Requesting lab access.,requesting lab access,2025-09-15 22:28:00,0,3
N404035,E100409,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-04 16:34:00,1,4
N404036,E103800,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-31 11:15:00,3,1
N404037,E101747,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-08-27 19:54:00,4,2
N404038,E106655,incident,Requesting lab access.,requesting lab access,2025-09-07 14:35:00,0,3
N404039,E102000,maintenance,Requesting lab access.,requesting lab access,2025-09-24 08:08:00,0,3
N404040,E104140,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-20 18:01:00,3,1
N404041,E104970,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-07 12:18:00,2,5
N404042,E102173,feedback,Requesting lab access.,requesting lab access,2025-09-10 16:15:00,0,3
N404043,E101073,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-16 01:51:00,4,2
N404044,E104035,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-01 05:33:00,2,5
N404045,E102928,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-05 11:58:00,3,1
N404046,E100327,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-24 06:50:00,1,4
N404047,E101640,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-09 00:41:00,3,1
N404048,E101815,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-03 14:38:00,1,4
N404049,E104987,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-05 06:23:00,1,4
N404050,E101537,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-05 06:59:00,2,5
N404051,E105066,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-10 14:47:00,2,5
N404052,E102235,rsvp,Requesting lab access.,requesting lab access,2025-09-12 13:47:00,0,3
N404053,E104683,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-23 11:39:00,2,5
N404054,E106579,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-23 12:10:00,4,2
N404055,E105650,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-06 03:46:00,1,4
N404056,E100269,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-10 22:21:00,2,5
N404057,E100025,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-24 16:53:00,2,5
N404058,E103951,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-08 18:42:00,3,1
N404059,E104221,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-20 02:54:00,3,1
N404060,E100652,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-08-31 11:34:00,4,2
N404061,E106875,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-09 14:50:00,3,1
N404062,E101264,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 15:53:00,3,1
N404063,E106980,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-06 00:39:00,4,2
N404064,E102889,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-04 02:43:00,4,2
N404065,E104452,feedback,Requesting lab access.,requesting lab access,2025-09-16 19:33:00,0,3
N404066,E105901,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-20 13:50:00,3,1
N404067,E100859,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-31 07:38:00,3,1
N404068,E100521,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-03 00:41:00,4,2
N404069,E104329,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-22 15:51:00,1,4
N404070,E100816,incident,CCTV near library needs check.,cctv near library needs check,2025-09-22 12:45:00,4,2
N404071,E106210,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-17 05:33:00,1,4
N404072,E106393,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-27 19:59:00,2,5
N404073,E102714,helpdesk,Requesting lab access.,requesting lab access,2025-09-05 06:22:00,0,3
N404074,E102553,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-15 01:52:00,3,1
N404075,E103228,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-13 03:01:00,1,4
N404076,E100145,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-03 03:10:00,2,5
N404077,E105043,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-28 16:21:00,2,5
N404078,E105432,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-08-31 16:39:00,1,4
N404079,E103082,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-15 23:09:00,1,4
N404080,E106673,feedback,Requesting lab access.,requesting lab access,2025-09-01 06:21:00,0,3
N404081,E103973,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-08-27 04:22:00,1,4
N404082,E106588,incident,CCTV near library needs check.,cctv near library needs check,2025-09-17 21:45:00,4,2
N404083,E103431,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-18 03:19:00,2,5
N404084,E100510,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-11 13:55:00,3,1
N404085,E105244,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-13 10:48:00,1,4
N404086,E100207,incident,CCTV near library needs check.,cctv near library needs check,2025-09-15 14:41:00,4,2
N404087,E101163,incident,CCTV near library needs check.,cctv near library needs check,2025-09-19 13:17:00,4,2
N404088,E104142,rsvp,Requesting lab access.,requesting lab access,2025-09-25 10:46:00,0,3
N404089,E106249,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-01 05:23:00,1,4
N404090,E101054,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-03 21:28:00,1,4
N404091,E103827,incident,Requesting lab access.,requesting lab access,2025-09-03 15:52:00,0,3
N404092,E100127,maintenance,Requesting lab access.,requesting lab access,2025-09-13 09:22:00,0,3
N404093,E100261,incident,CCTV near library needs check.,cctv near library needs check,2025-09-18 23:19:00,4,2
N404094,E100614,incident,Requesting lab access.,requesting lab access,2025-09-24 15:32:00,0,3
N404095,E101141,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-13 16:49:00,3,1
N404096,E105619,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-17 19:16:00,3,1
N404097,E106492,maintenance,Requesting lab access.,requesting lab access,2025-09-20 14:16:00,0,3
N404098,E104011,incident,Requesting lab access.,requesting lab access,2025-09-17 17:44:00,0,3
N404099,E100882,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-20 00:25:00,1,4
N404100,E106191,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-11 04:43:00,3,1
N404101,E104943,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-08-28 22:42:00,1,4
N404102,E106873,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-18 14:07:00,1,4
N404103,E106340,rsvp,Requesting lab access.,requesting lab access,2025-09-13 06:06:00,0,3
N404104,E104061,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-08-28 10:12:00,4,2
N404105,E100713,maintenance,Requesting lab access.,requesting lab access,2025-08-27 01:13:00,0,3
N404106,E105498,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 09:49:00,3,1
N404107,E104323,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-27 12:16:00,2,5
N404108,E103690,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-20 18:03:00,2,5
N404109,E104727,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-16 17:13:00,1,4
N404110,E106677,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-23 19:31:00,4,2
N404111,E101292,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-05 10:20:00,1,4
N404112,E105458,incident,CCTV near library needs check.,cctv near library needs check,2025-09-21 10:15:00,4,2
N404113,E104951,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-05 20:30:00,4,2
N404114,E102334,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-08-29 05:39:00,4,2
N404115,E101917,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-07 09:48:00,2,5
N404116,E101405,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-09 02:21:00,4,2
N404117,E100124,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-02 21:00:00,2,5
N404118,E105948,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-16 09:49:00,4,2
N404119,E105017,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-04 07:38:00,3,1
N404120,E106350,incident,CCTV near library needs check.,cctv near library needs check,2025-08-27 03:39:00,4,2
N404121,E102761,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-17 01:07:00,1,4
N404122,E100991,incident,Requesting lab access.,requesting lab access,2025-09-05 21:07:00,0,3
N404123,E104246,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-11 08:45:00,2,5
N404124,E105849,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-27 04:30:00,3,1
N404125,E102678,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-12 11:51:00,3,1
N404126,E103797,feedback,Requesting lab access.,requesting lab access,2025-09-23 10:05:00,0,3
N404127,E102270,incident,CCTV near library needs check.,cctv near library needs check,2025-09-14 11:26:00,4,2
N404128,E100224,rsvp,Requesting lab access.,requesting lab access,2025-08-28 12:27:00,0,3
N404129,E101105,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-07 19:27:00,1,4
N404130,E101274,incident,CCTV near library needs check.,cctv near library needs check,2025-09-15 12:11:00,4,2
N404131,E103438,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-14 15:55:00,1,4
